Frame,Time,Location_X,Location_Y,Speed,gas
145729,582.100844565779,281.7933654785156,129.91629028320312,0.4352336823940277,0.0
145730,582.1091779656708,281.7933654785156,129.91629028320312,0.5169010162353516,0.0
145731,582.1175113655627,281.7933654785156,129.91629028320312,0.598568320274353,0.0
145732,582.1270033679903,281.7933654785156,129.91629028320312,0.6915899515151978,0.0
145733,582.1371104680002,281.7933654785156,129.91629028320312,0.7906394600868225,0.0
145734,582.1557128690183,281.7933654785156,129.91629028320312,0.9729429483413696,0.0
145735,582.1706217676401,281.7933654785156,129.91629028320312,1.119050145149231,0.0
145736,582.1948010660708,281.7933654785156,129.91629028320312,1.3560073375701904,0.0
145737,582.2141580656171,281.7933654785156,129.91629028320312,1.545705795288086,0.0
145738,582.2361046671867,281.7950439453125,129.91586303710938,1.6561661958694458,0.0
145739,582.2542432658374,281.79754638671875,129.91526794433594,1.3937668800354004,0.0
145740,582.275928966701,281.7991027832031,129.9148712158203,1.0983226299285889,0.0
145741,582.2948715686798,281.7997741699219,129.91470336914062,0.8911123275756836,0.0
145742,582.3178422674537,281.8000793457031,129.91464233398438,0.6593561172485352,0.0
145743,582.336682766676,281.8000793457031,129.9146270751953,0.5073937773704529,0.0
145744,582.3596584685147,281.79998779296875,129.91464233398438,0.3427680432796478,0.0
145745,582.3831783682108,281.7998352050781,129.91468811035156,0.20947740972042084,0.0
145746,582.4075477682054,281.7996520996094,129.91473388671875,0.03494668006896973,0.0
145747,582.4258751682937,281.7995300292969,129.91476440429688,0.03494668006896973,0.0
145748,582.4478291682899,281.79937744140625,129.914794921875,0.06781153380870819,0.0
145749,582.4654382653534,281.7992858886719,129.91482543945312,0.06781153380870819,0.0
145750,582.4957758672535,281.799072265625,129.91485595703125,0.11665317416191101,0.0
145751,582.5184264667332,281.7989807128906,129.91490173339844,0.13973423838615417,0.0
145752,582.5564148686826,281.798828125,129.91493225097656,0.16201405227184296,0.0
145753,582.5847138687968,281.7987060546875,129.9149627685547,0.15502133965492249,0.0
145754,582.6243830658495,281.798583984375,129.9149932861328,0.15502133965492249,0.0
145755,582.6649223677814,281.7984924316406,129.91502380371094,0.1399034559726715,0.0
145756,582.6982465684414,281.7984313964844,129.9150390625,0.12399410456418991,0.0
145757,582.7408199682832,281.79833984375,129.9150390625,0.10236959159374237,0.0
145758,582.7759552672505,281.7983093261719,129.91505432128906,0.08491282165050507,0.0
145759,582.8178271688521,281.7982482910156,129.91506958007812,0.06600925326347351,0.0
145760,582.8497606664896,281.7982482910156,129.91506958007812,0.05325353518128395,0.0
145761,582.8917759656906,281.7982177734375,129.9150848388672,0.029322100803256035,0.0
145762,582.9245123676956,281.7981872558594,129.91510009765625,0.029322100803256035,0.0
145763,582.9651823677123,281.7981872558594,129.91510009765625,0.019912883639335632,0.0
145764,583.0062722675502,281.7981872558594,129.91510009765625,0.01257540937513113,1.0
145765,583.0479619689286,281.79815673828125,129.91510009765625,0.00707988953217864,1.0
145766,583.0871869660914,281.7981262207031,129.91510009765625,0.0026878018397837877,1.0
145767,583.1295286677778,281.7981262207031,129.91510009765625,0.0010302707087248564,1.0
145768,583.1698146685958,281.7981262207031,129.91510009765625,0.00044166651787236333,1.0
145769,583.2102430686355,281.7981262207031,129.91510009765625,0.0006354439537972212,1.0
145770,583.2516878657043,281.7981262207031,129.91510009765625,0.001697574625723064,1.0
145771,583.2937373667955,281.7981262207031,129.91510009765625,0.0021893412340432405,1.0
145772,583.3313915655017,281.7981262207031,129.91510009765625,0.002814388368278742,1.0
145773,583.373270265758,281.7981262207031,129.91510009765625,0.0019507601391524076,1.0
145774,583.4198158681393,281.7981262207031,129.91510009765625,0.002212829887866974,1.0
145775,583.4621516652405,281.798095703125,129.91510009765625,0.0013484861701726913,1.0
145776,583.5033859685063,281.798095703125,129.91510009765625,0.0010277177207171917,1.0
145777,583.5448838658631,281.798095703125,129.91510009765625,0.0008790016872808337,1.0
145778,583.5844369679689,281.798095703125,129.91510009765625,0.0015675927279517055,1.0
145779,583.6255019679666,281.798095703125,129.91510009765625,3.549603570718318e-05,1.0
145780,583.6655058674514,281.798095703125,129.91510009765625,2.8606316845980473e-05,1.0
145781,583.7060545682907,281.798095703125,129.91510009765625,7.811578689143062e-05,1.0
145782,583.7479309663177,281.798095703125,129.91510009765625,0.00021569257660303265,1.0
145783,583.7891400679946,281.798095703125,129.91510009765625,0.00010332116653444245,1.0
145784,583.8300172686577,281.798095703125,129.91510009765625,5.570415305555798e-05,1.0
145785,583.871698666364,281.798095703125,129.91510009765625,0.0001265812461497262,1.0
145786,583.9099137671292,281.798095703125,129.91510009765625,0.0007458209875039756,1.0
145787,583.9492048658431,281.798095703125,129.91510009765625,0.0006255054613575339,1.0
145788,583.9926721677184,281.798095703125,129.91510009765625,0.0002554702805355191,1.0
145789,584.0344436652958,281.798095703125,129.91510009765625,5.31101250089705e-05,1.0
145790,584.0752856656909,281.798095703125,129.91510009765625,0.00017576217942405492,1.0
145791,584.1148629672825,281.798095703125,129.91510009765625,0.0007642936543561518,1.0
145792,584.1538258679211,281.798095703125,129.91510009765625,0.00034525871160440147,1.0
145793,584.1966143660247,281.798095703125,129.9151153564453,0.0004867553652729839,1.0
145794,584.2354222685099,281.798095703125,129.9151153564453,0.00024178506282623857,1.0
145795,584.2794956676662,281.798095703125,129.9151153564453,0.000378246302716434,1.0
145796,584.3225359655917,281.798095703125,129.9151153564453,0.00038309095543809235,1.0
145797,584.3629143685102,281.798095703125,129.9151153564453,0.0005241441540420055,1.0
145798,584.4040967673063,281.798095703125,129.9151153564453,0.0002540492860134691,1.0
145799,584.446959067136,281.798095703125,129.9151153564453,1.1920939869014546e-05,1.0
145800,584.4881527684629,281.798095703125,129.9151153564453,0.0001303100580116734,1.0
145801,584.5264539681375,281.798095703125,129.9151153564453,0.0006513785920105875,1.0
145802,584.5684995688498,281.7980651855469,129.9151153564453,0.001360811642371118,1.0
145803,584.6099795661867,281.8118591308594,129.9114227294922,0.5071983337402344,1.0
145804,584.6499344669282,281.8454284667969,129.90261840820312,0.9972254037857056,1.0
145805,584.6917790658772,281.900390625,129.88839721679688,1.5133678913116455,1.0
145806,584.732287466526,281.9730529785156,129.8697967529297,2.0109052658081055,1.0
145807,584.7752538658679,282.07110595703125,129.84487915039062,2.536829710006714,1.0
145808,584.8153745681047,282.1820373535156,129.81674194335938,3.0264551639556885,1.0
145809,584.856504868716,282.31512451171875,129.7829132080078,3.5225939750671387,1.0
145810,584.897363666445,282.46630859375,129.7436065673828,4.005265235900879,1.0
145811,584.9382337667048,282.63592529296875,129.6986846923828,4.473554611206055,1.0
145812,584.9795596674085,282.82574462890625,129.64852905273438,4.9287190437316895,1.0
145813,585.0204059667885,283.0307312011719,129.59457397460938,5.361024856567383,1.0
145814,585.0629159659147,283.2616882324219,129.5341339111328,5.7882819175720215,1.0
145815,585.1054334677756,283.5097351074219,129.4695587158203,6.194550037384033,1.0
145816,585.1461204662919,283.76220703125,129.40383911132812,6.564548015594482,1.0
145817,585.1857559680939,284.02197265625,129.33604431152344,6.907395839691162,1.0
145818,585.2255087681115,284.2950439453125,129.2645721435547,7.224648475646973,1.0
145819,585.2680264674127,284.59942626953125,129.18455505371094,7.531942844390869,1.0
145820,585.3084989674389,284.8999938964844,129.10525512695312,7.79343843460083,0.7273310422897339
145821,585.3498546667397,285.2162780761719,129.019775390625,8.02178955078125,0.10696686804294586
145822,585.3891278654337,285.52313232421875,128.93479919433594,8.17464542388916,0.10696686804294586
145823,585.432797268033,285.8682861328125,128.83880615234375,8.246220588684082,0.0
145824,585.474301867187,286.196533203125,128.74755859375,8.222281455993652,0.0
145825,585.5124848671257,286.4959411621094,128.6642303466797,8.138225555419922,0.0
145826,585.553471468389,286.81268310546875,128.5758819580078,7.996306419372559,0.0
145827,585.5943355672061,287.12139892578125,128.48837280273438,7.813268184661865,0.0
145828,585.6361666657031,287.42889404296875,128.4000244140625,7.592716217041016,0.0
145829,585.6785209663212,287.7303771972656,128.3126983642578,7.343075275421143,0.0
145830,585.7186006680131,288.0060119628906,128.23243713378906,7.092493534088135,0.4013875424861908
145831,585.7610010653734,288.28704833984375,128.1500701904297,6.830443382263184,0.4013875424861908
145832,585.8019109666348,288.5486145019531,128.0728759765625,6.596863269805908,0.5557342171669006
145833,585.8427961654961,288.8017578125,127.99755859375,6.394507884979248,1.0
145834,585.8828991688788,289.04351806640625,127.92496490478516,6.242610454559326,1.0
145835,585.9233801662922,289.28302001953125,127.85189056396484,6.147887229919434,1.0
