Frame,Time,Location_X,Location_Y,Speed,gas
145747,582.4258751682937,250.00064086914062,130.25,0.8740854263305664,0.0
145748,582.4478291682899,250.00064086914062,130.25,1.2618037462234497,0.0
145749,582.4654382653534,250.00064086914062,130.25,1.2618037462234497,0.0
145750,582.4957758672535,250.00064086914062,130.25,1.5428341627120972,0.0
145751,582.5184264667332,250.00064086914062,130.25,1.2092000246047974,0.0
145752,582.5564148686826,250.00064086914062,130.25,0.7770853042602539,0.0
145753,582.5847138687968,250.00064086914062,130.25,0.26589086651802063,0.0
145754,582.6243830658495,250.00064086914062,130.25,0.26589086651802063,0.0
145755,582.6649223677814,250.00064086914062,130.25,0.0037569140549749136,0.0
145756,582.6982465684414,250.00064086914062,130.25,0.0037569140549749136,0.0
145757,582.7408199682832,250.00064086914062,130.25,0.07108251750469208,0.0
145758,582.7759552672505,250.00064086914062,130.25,0.09709493070840836,0.0
145759,582.8178271688521,250.00064086914062,130.25,0.10578569024801254,0.0
145760,582.8497606664896,250.00064086914062,130.25,0.10202708840370178,0.0
145761,582.8917759656906,250.00064086914062,130.25,0.08939533680677414,0.0
145762,582.9245123676956,250.00064086914062,130.25,0.07702553272247314,0.0
145763,582.9651823677123,250.00064086914062,130.25,0.06095368415117264,0.0
145764,583.0062722675502,250.00064086914062,130.25,0.04579989239573479,1.0
145765,583.0479619689286,250.00064086914062,130.25,0.03261920064687729,1.0
145766,583.0871869660914,250.00064086914062,130.25,0.021883906796574593,1.0
145767,583.1295286677778,250.00064086914062,130.25,0.014646033756434917,1.0
145768,583.1698146685958,250.00064086914062,130.25,0.00894272793084383,1.0
145769,583.2102430686355,250.00064086914062,130.25,0.004656543489545584,1.0
145770,583.2516878657043,250.00064086914062,130.25,0.0016536808107048273,1.0
145771,583.2937373667955,250.00064086914062,130.25,0.0001571083121234551,1.0
145772,583.3313915655017,250.00064086914062,130.25,0.0016151809832081199,1.0
145773,583.373270265758,250.00148010253906,130.25006103515625,0.10128521174192429,1.0
145774,583.4198158681393,250.01425170898438,130.2514190673828,0.38651686906814575,1.0
145775,583.4621516652405,250.03565979003906,130.25393676757812,0.5934264659881592,1.0
145776,583.5033859685063,250.064453125,130.25743103027344,0.7664382457733154,1.0
145777,583.5448838658631,250.09991455078125,130.261962890625,0.9201864004135132,1.0
145778,583.5844369679689,250.13986206054688,130.26712036132812,1.047653317451477,1.0
145779,583.6255019679666,250.1880340576172,130.2736358642578,1.2515674829483032,1.0
145780,583.6655058674514,250.24143981933594,130.28089904785156,1.4184811115264893,1.0
