index,x,y,z
0,250.0006561279297,133.75,0.0
1,252.14056396484375,133.73287963867188,0.0
2,254.27993774414062,133.68150329589844,0.0
3,256.4181823730469,133.59591674804688,0.0
4,258.5548095703125,133.47613525390625,0.0
5,260.68927001953125,133.32217407226562,0.0
6,262.8209228515625,133.13409423828125,0.0
7,264.9493713378906,132.91192626953125,0.0
8,267.0739440917969,132.65573120117188,0.0
9,269.1941833496094,132.36557006835938,0.0
10,271.3094482421875,132.0415496826172,0.0
11,273.4193115234375,131.68370056152344,0.0
12,275.5231628417969,131.2921600341797,0.0
13,277.6204833984375,130.86700439453125,0.0
14,279.7107238769531,130.40834045410156,0.0
15,281.7933654785156,129.91629028320312,0.0
16,283.8678894042969,129.3909912109375,0.0
17,285.9336853027344,128.83258056640625,0.0
18,287.9903259277344,128.2411651611328,0.0
19,290.0372314453125,127.61692810058594,0.0
20,292.07391357421875,126.96002960205078,0.0
21,294.09979248046875,126.2706298828125,0.0
22,296.1143798828125,125.54889678955078,0.0
23,298.1171875,124.79502868652344,0.0
24,300.107666015625,124.00921630859375,0.0
25,302.0852966308594,123.191650390625,0.0
26,304.04962158203125,122.3425521850586,0.0
27,306.0000915527344,121.4621353149414,0.0
28,307.9362487792969,120.55062866210938,0.0
29,309.8575744628906,119.6082534790039,0.0
30,311.7635498046875,118.63526916503906,0.0
31,313.65374755859375,117.63191223144531,0.0
32,315.5276184082031,116.59843444824219,0.0
33,317.3847351074219,115.53511047363281,0.0
34,319.2245788574219,114.44221496582031,0.0
35,321.0467224121094,113.32002258300781,0.0
36,322.85064697265625,112.1688232421875,0.0
37,324.6359558105469,110.98889923095703,0.0
38,326.4021301269531,109.78057098388672,0.0
39,328.1488037109375,108.54413604736328,0.0
40,329.87542724609375,107.27991485595703,0.0
41,331.58160400390625,105.98822784423828,0.0
42,333.2668762207031,104.66941833496094,0.0
43,334.9308776855469,103.32379913330078,0.0
44,336.5731201171875,101.95174407958984,0.0
45,338.1932067871094,100.55358123779297,0.0
46,339.7906799316406,99.12968444824219,0.0
47,341.365234375,97.6803970336914,0.0
48,342.9163513183594,96.20611572265625,0.0
49,344.44366455078125,94.70720672607422,0.0
50,345.9468078613281,93.18405151367188,0.0
51,347.4254455566406,91.63703918457031,0.0
52,348.87908935546875,90.06656646728516,0.0
53,350.30743408203125,88.4730453491211,0.0
54,351.7101135253906,86.85687255859375,0.0
55,353.08673095703125,85.21845245361328,0.0
56,354.43701171875,83.5582275390625,0.0
57,355.760498046875,81.87661743164062,0.0
58,357.0569152832031,80.17404174804688,0.0
59,358.325927734375,78.45093536376953,0.0
60,359.5672302246094,76.70775604248047,0.0
61,360.7804870605469,74.94493865966797,0.0
62,361.96539306640625,73.16293334960938,0.0
63,363.1216125488281,71.36219787597656,0.0
64,364.2488708496094,69.54319763183594,0.0
65,365.3468933105469,67.70639038085938,0.0
66,366.4154052734375,65.85225677490234,0.0
67,367.4540710449219,63.98125457763672,0.0
68,368.46270751953125,62.0938835144043,0.0
69,369.4410095214844,60.19061279296875,0.0
70,370.3887023925781,58.271934509277344,0.0
71,371.3056335449219,56.338340759277344,0.0
72,372.19146728515625,54.39031982421875,0.0
73,373.0460510253906,52.42837905883789,0.0
74,373.86907958984375,50.4530143737793,0.0
75,374.6604919433594,48.4647331237793,0.0
76,375.419921875,46.46405029296875,0.0
77,376.1472473144531,44.45146942138672,0.0
78,376.84228515625,42.42750930786133,0.0
79,377.5048828125,40.3926887512207,0.0
80,378.13482666015625,38.34752655029297,0.0
81,378.7319641113281,36.29254913330078,0.0
82,379.2961120605469,34.2282829284668,0.0
83,379.82720947265625,32.155250549316406,0.0
84,380.3250427246094,30.07398796081543,0.0
85,380.78955078125,27.98502540588379,0.0
86,381.2205505371094,25.88890266418457,0.0
87,381.617919921875,23.786148071289062,0.0
88,381.9816589355469,21.677309036254883,0.0
89,382.31158447265625,19.562917709350586,0.0
90,382.6076354980469,17.443517684936523,0.0
91,382.8697509765625,15.319652557373047,0.0
92,383.09783935546875,13.191866874694824,0.0
93,383.2918701171875,11.06070327758789,0.0
94,383.4517822265625,8.926709175109863,0.0
95,383.5775146484375,6.79042911529541,0.0
96,383.6690673828125,4.652410984039307,0.0
97,383.72637939453125,2.5132012367248535,0.0
98,383.7494812011719,0.37334951758384705,0.0
99,383.73834228515625,-1.7665989398956299,0.0
100,383.6929626464844,-3.906095027923584,0.0
101,383.61334228515625,-6.044591426849365,0.0
102,383.4995422363281,-8.181538581848145,0.0
103,383.3515625,-10.31639289855957,0.0
104,383.1694030761719,-12.448607444763184,0.0
105,382.9532165527344,-14.57763385772705,0.0
106,382.70294189453125,-16.70292854309082,0.0
107,382.4187316894531,-18.82394790649414,0.0
108,382.1006164550781,-20.940147399902344,0.0
109,381.7486877441406,-23.050987243652344,0.0
110,381.3630065917969,-25.15592384338379,0.0
111,380.9437255859375,-27.254423141479492,0.0
112,380.49090576171875,-29.345945358276367,0.0
113,380.00469970703125,-31.429954528808594,0.0
114,379.4851989746094,-33.505916595458984,0.0
